avg_loser,avg_winner,completed,footnote,gross_pnl,hit_rate,hold_sessions,intended,legacy_id,max_drawdown_dollars,mean_gross_exposure,modeled_net,peak_gross_exposure,profit_factor,quantity_panel,split,strategy,variant,worst_day
-308.48,566.1,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35555.42,0.545,3,200,R5,-5025.74,9044.59,33632.84,52053.84,2.1981,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5025.74
-366.54,638.8,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35183.72,0.53,4,200,R5,-5079.25,11974.07,33258.76,52053.84,1.9653,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5025.74
-370.77,728.81,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",45416.34,0.535,5,200,R5,-5025.74,14905.03,43501.24,74035.87,2.2616,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5025.74
-392.8,763.54,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",50550.85,0.55,6,200,R5,-5938.76,17795.23,48637.57,82029.13,2.3758,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5025.74
-461.48,767.77,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",48525.89,0.565,7,200,R5,-9767.57,20664.97,46609.02,82029.13,2.1609,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-9767.57
-441.42,833.12,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",60196.16,0.575,8,200,R5,-9719.29,23542.78,58288.31,89870.36,2.5535,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-9719.29
-485.54,925.18,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",58573.33,0.545,9,200,R5,-11170.48,26374.09,56660.92,89870.36,2.2824,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-9719.29
-488.02,1017.36,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",60866.45,0.52,10,200,R5,-11761.01,29211.86,58955.44,97947.37,2.2584,LEGACY_FILL_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-9719.29
-380.81,387.7,216,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",5291.73,0.5139,1,216,R5,-20707.69,3509.01,3050.2,51776.0,1.0763,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9279.58
-315.6,576.33,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",30678.45,0.5023,2,216,R5,-16667.55,10621.41,28473.64,64976.74,1.8432,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-408.6,661.04,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",38429.03,0.5395,3,216,R5,-15070.42,13991.71,36229.02,64976.74,1.8956,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-471.73,740.93,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",36609.24,0.5209,4,216,R5,-21536.62,17201.77,34395.4,64976.74,1.7079,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-535.06,728.22,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",36244.94,0.5488,5,216,R5,-24383.05,20418.61,34029.48,78131.03,1.6557,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-591.2,818.99,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",44322.28,0.5581,6,216,R5,-27948.33,23635.67,42114.55,86861.08,1.7499,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-573.22,953.65,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",57599.26,0.5442,7,216,R5,-27919.75,26820.14,55401.19,86861.08,1.9862,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-564.88,1009.56,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",72815.61,0.5674,8,216,R5,-24125.7,29953.22,70632.92,86861.08,2.3445,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-530.79,1049.71,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",82457.05,0.5721,9,216,R5,-18922.27,32916.87,80281.65,86861.08,2.644,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-656.95,1104.56,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",72321.71,0.5581,10,216,R5,-24964.89,35848.28,70137.15,121182.46,2.1238,LEGACY_FILL_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-291.49,336.51,416,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",17938.98,0.5168,1,416,R5,-17084.25,6580.15,13761.06,51776.0,1.2349,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9279.58
-293.74,519.85,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",60405.34,0.5277,2,416,R5,-11919.3,16713.29,56274.44,64976.74,1.9775,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-360.65,615.04,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",73984.45,0.5422,3,416,R5,-10385.3,23036.3,69861.86,64976.74,2.0195,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-421.54,691.27,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",71792.95,0.5253,4,416,R5,-14964.69,29175.85,67654.16,64976.74,1.8147,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9202.36
-454.65,728.5,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",81661.28,0.5422,5,416,R5,-17322.27,35323.65,77530.72,88032.31,1.8975,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9430.17
-494.68,792.47,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",94873.13,0.5542,6,416,R5,-23019.67,41430.9,90752.12,97423.31,1.9917,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9391.0
-520.67,862.32,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",106125.15,0.5542,7,416,R5,-19257.34,47485.11,102010.21,97423.31,2.059,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9767.57
-505.92,923.95,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",133011.76,0.5711,8,416,R5,-19557.62,53495.99,128921.23,97423.31,2.4316,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9719.29
-508.29,991.2,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",141030.38,0.559,9,416,R5,-20666.06,59290.96,136942.56,105339.82,2.4722,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9719.29
-572.04,1064.08,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",133188.16,0.5398,10,416,R5,-23285.05,65060.15,129092.6,123913.19,2.1815,LEGACY_FILL_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9719.29
-193.45,281.73,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",12662.92,0.52,1,200,R5,-2791.38,3069.18,10729.21,51998.33,1.5777,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-1814.97
-267.29,464.22,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",29663.47,0.555,2,200,R5,-5128.25,6087.92,27740.03,52306.91,2.1661,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5098.64
-308.63,564.98,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35417.66,0.545,3,200,R5,-5040.2,9038.92,33497.66,52306.91,2.1927,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5040.2
-366.73,637.59,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",35033.46,0.53,4,200,R5,-5081.39,11966.99,33111.12,52306.91,1.9605,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5040.2
-370.36,727.98,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",45362.62,0.535,5,200,R5,-5040.2,14896.6,43450.21,74286.15,2.2615,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5040.2
-392.56,762.98,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",50508.71,0.55,6,200,R5,-5943.42,17785.05,48598.13,82111.65,2.3755,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-5040.2
-461.28,766.83,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",48435.4,0.565,7,200,R5,-9782.27,20653.01,46521.2,82111.65,2.1592,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-9782.27
-441.4,832.05,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",60071.58,0.575,8,200,R5,-9733.97,23529.22,58166.39,89955.66,2.5503,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-9733.97
-485.47,922.4,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",58274.09,0.545,9,200,R5,-11186.51,26359.07,56364.19,89955.66,2.2758,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-9733.97
-487.81,1014.42,200,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",60578.8,0.52,10,200,R5,-11773.84,29196.09,58670.34,98288.38,2.2528,CAUSAL_PREORDER_QTY,IS,Winner-Fade Short,Momentum+Volume-Sized Short,-9733.97
-380.32,387.31,216,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",5294.83,0.5139,1,216,R5,-20721.48,3507.24,3058.06,51872.14,1.0766,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9276.95
-315.14,576.07,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",30696.45,0.5023,2,216,R5,-16567.35,10563.55,28496.25,65019.36,1.8451,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-407.86,660.97,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",38489.1,0.5395,3,216,R5,-14931.3,13932.26,36293.74,65019.36,1.8988,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-470.83,740.63,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",36664.54,0.5209,4,216,R5,-21462.54,17140.51,34455.44,65019.36,1.7105,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-534.15,727.51,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",36244.2,0.5488,5,216,R5,-24327.69,20355.55,34033.41,78035.08,1.6569,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-589.71,818.28,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",44374.7,0.5581,6,216,R5,-27828.76,23571.02,42171.69,86794.01,1.7528,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-571.74,953.14,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",57679.71,0.5442,7,216,R5,-27793.19,26753.69,55486.41,86794.01,1.9903,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-563.64,1008.99,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",72856.15,0.5674,8,216,R5,-23914.85,29884.86,70678.22,86794.01,2.3483,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-529.8,1048.91,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",82444.55,0.5721,9,216,R5,-18735.72,32846.87,80273.84,86794.01,2.6469,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-655.4,1103.81,215,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",72374.07,0.5581,10,216,R5,-24773.16,35776.81,70194.28,121023.31,2.1274,CAUSAL_PREORDER_QTY,OOS,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-291.07,336.24,416,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",17957.75,0.5168,1,416,R5,-17088.77,6576.42,13787.27,51998.33,1.2357,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9276.95
-293.41,519.38,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",60359.92,0.5277,2,416,R5,-11860.92,16651.46,56236.28,65019.36,1.9779,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-360.33,614.47,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",73906.76,0.5422,3,416,R5,-10329.01,22971.18,69791.4,65019.36,2.0194,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-421.16,690.53,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",71698.0,0.5253,4,416,R5,-15036.46,29107.5,67566.56,65019.36,1.8144,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9199.59
-453.98,727.73,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",81606.82,0.5422,5,416,R5,-17377.55,35252.14,77483.62,88032.24,1.8983,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9427.9
-493.8,791.83,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",94883.41,0.5542,6,416,R5,-23051.36,41356.07,90769.82,97421.02,1.9936,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9388.78
-519.79,861.61,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",106115.11,0.5542,7,416,R5,-19288.61,47406.7,102007.62,97421.02,2.0608,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9782.27
-505.27,923.13,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",132927.74,0.5711,8,416,R5,-19598.58,53414.08,128844.61,97421.02,2.4326,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9733.97
-507.76,989.47,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",140718.63,0.559,9,416,R5,-20713.34,59205.94,136638.03,105215.81,2.4705,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9733.97
-571.17,1062.31,415,"Headline modeled P&L includes the lab's stated commission/spread assumptions and excludes broker-specific locate/HTB charges, dividends, recalls/buy-ins, financing, taxes, and other account-specific execution items. Alpaca ETB securities currently carry $0 locate and borrow fees for Trading API users; short availability and other security-specific costs may still vary.",132952.88,0.5398,10,416,R5,-23309.47,64972.9,128864.62,123797.77,2.1812,CAUSAL_PREORDER_QTY,ALL,Winner-Fade Short,Momentum+Volume-Sized Short,-9733.97
